bodyid,cell_type,pre,cropped,conf_nt,conf_nt_p,top_nt,top_nt_p,acetylcholine,glutamate,gaba,dopamine,serotonin,octopamine,projection_score,segregation_index,ito_lee_hemilineage,hartenstein_hemilineage,used_in_analysis,in_ground_truth,dataset
1934482795,LPC2,14,FALSE,acetylcholine,0.528,acetylcholine,0.394,0.5,0,0.3,0.2,0,0,0.001,0.001,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
298603730,SMP179,614,FALSE,acetylcholine,0.528,acetylcholine,0.357,0.4,0.1,0,0.4,0,0,0.032,0.032,DL2_dorsal,CP3_dorsal,TRUE,FALSE,hemibrain:v1.2.1
294756576,LHPV6a4,137,FALSE,acetylcholine,0.528,acetylcholine,0.535,0.6,0,0.4,0,0,0,0.271,0.271,LHp2,DPLp1,TRUE,FALSE,hemibrain:v1.2.1
422419397,NA,186,FALSE,acetylcholine,0.528,dopamine,0.369,0.4,0.1,0,0.5,0,0,0.002,0.002,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813055825,SLP044,138,FALSE,acetylcholine,0.528,acetylcholine,0.327,0.5,0.1,0.1,0.1,0.1,0,0.197,0.197,SLPal2,DPLal3,TRUE,FALSE,hemibrain:v1.2.1
5813057933,SMP378,304,FALSE,acetylcholine,0.528,acetylcholine,0.447,0.5,0.1,0,0.3,0,0,0.094,0.094,DM6_dorso_lateral,CM3_dorso_lateral,TRUE,FALSE,hemibrain:v1.2.1
5813038998,LPLC1,247,FALSE,acetylcholine,0.528,acetylcholine,0.33899999999999997,0.4,0.2,0,0.3,0,0,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
797282094,NA,87,FALSE,acetylcholine,0.528,acetylcholine,0.307,0.4,0.1,0,0.3,0,0.1,0,0,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
828631166,NA,82,FALSE,acetylcholine,0.528,acetylcholine,0.43300000000000005,0.5,0,0,0.4,0.1,0,0,0,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1980303759,ORN_VM7v,43,TRUE,acetylcholine,0.528,acetylcholine,0.463,0.5,0,0.2,0,0.3,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
2259281302,ORN_VM4,37,TRUE,acetylcholine,0.528,acetylcholine,0.444,0.5,0,0.1,0,0.4,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
2291002542,ORN_VM4,30,TRUE,acetylcholine,0.528,acetylcholine,0.396,0.5,0,0,0,0.3,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1042853530,NA,62,FALSE,acetylcholine,0.529,acetylcholine,0.446,0.5,0.1,0,0.2,0.2,0,0.153,0.153,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1129396529,hDeltaB,452,FALSE,acetylcholine,0.529,glutamate,0.33799999999999997,0.4,0.4,0,0.1,0.1,0.1,0.33,0.33,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1261129711,FS3,86,FALSE,acetylcholine,0.529,acetylcholine,0.353,0.4,0.2,0,0.3,0.1,0,0.468,0.468,DM4_CX_d3,CM4_CX_d3,FALSE,FALSE,hemibrain:v1.2.1
1283190163,PS195,32,FALSE,acetylcholine,0.529,neither,0.315,0.3,0.2,0,0.2,0.1,0,NA,NA,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1317457971,LC16,134,FALSE,acetylcholine,0.529,acetylcholine,0.378,0.5,0.1,0,0.4,0,0,0.102,0.102,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1440670595,LC29,91,FALSE,acetylcholine,0.529,acetylcholine,0.303,0.5,0.1,0.1,0.2,0,0,0.161,0.161,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1508369047,EL,796,FALSE,acetylcholine,0.529,acetylcholine,0.494,0.6,0,0.2,0,0,0.2,0.001,0.001,DM1_CX_d2,DPMm1_CX_d2,TRUE,FALSE,hemibrain:v1.2.1
1597264864,PS208,161,FALSE,acetylcholine,0.529,acetylcholine,0.358,0.4,0.2,0,0.1,0.3,0,0.029,0.029,VLPp2,DPMpl3,TRUE,FALSE,hemibrain:v1.2.1
1627950600,PLP219,72,FALSE,acetylcholine,0.529,acetylcholine,0.265,0.3,0.2,0.1,0.1,0.1,0,0.516,0.516,VLPp2,DPMpl3,FALSE,FALSE,hemibrain:v1.2.1
1780703535,LLPC3,112,FALSE,acetylcholine,0.529,acetylcholine,0.41800000000000004,0.6,0.3,0,0.1,0,0,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
330415332,SMP513,391,FALSE,acetylcholine,0.529,acetylcholine,0.386,0.5,0.2,0,0.3,0,0,0.236,0.236,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813048521,CL226,58,FALSE,acetylcholine,0.529,acetylcholine,0.391,0.5,0.2,0,0.1,0.2,0,0.299,0.299,DM1_dorsal,DPMm1_dorsal,FALSE,FALSE,hemibrain:v1.2.1
611262552,NA,344,FALSE,acetylcholine,0.529,acetylcholine,0.29200000000000004,0.4,0.2,0,0,0.1,0.2,0.004,0.004,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
674882302,NA,480,FALSE,acetylcholine,0.529,acetylcholine,0.345,0.4,0.4,0,0.1,0,0.1,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
694665957,PFNp,34,FALSE,acetylcholine,0.529,acetylcholine,0.384,0.5,0.3,0.1,0,0,0.1,0.129,0.129,DM3_CX_p,DPMpm2_CX_p,FALSE,FALSE,hemibrain:v1.2.1
878725581,PFNp,54,FALSE,acetylcholine,0.529,acetylcholine,0.40700000000000003,0.5,0.2,0,0,0,0.2,0.124,0.124,DM3_CX_p,DPMpm2_CX_p,FALSE,FALSE,hemibrain:v1.2.1
985005781,MC61,19,FALSE,acetylcholine,0.529,acetylcholine,0.48000000000000004,0.6,0.2,0,0.2,0,0,NA,NA,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1697613513,ORN_DM1,167,TRUE,acetylcholine,0.529,acetylcholine,0.40900000000000003,0.5,0,0.1,0,0.3,0.1,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
5813015576,ORN_DM4,134,TRUE,acetylcholine,0.529,acetylcholine,0.43600000000000005,0.5,0,0.1,0,0.3,0.1,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
2106445927,ORN_VA1v,90,TRUE,acetylcholine,0.529,acetylcholine,0.496,0.6,0.1,0,0,0.2,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
2105492020,ORN_VA2,60,TRUE,acetylcholine,0.529,acetylcholine,0.405,0.4,0,0.1,0,0.4,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1048125065,LC10,144,FALSE,acetylcholine,0.53,acetylcholine,0.41200000000000003,0.5,0.3,0.1,0.1,0,0,0.003,0.003,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1504423804,LC21,171,FALSE,acetylcholine,0.53,acetylcholine,0.367,0.4,0,0,0.3,0.2,0.1,0.013,0.013,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1845449270,LPLC2,220,FALSE,acetylcholine,0.53,acetylcholine,0.33099999999999996,0.4,0,0.1,0.3,0.1,0,0.129,0.129,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
294760680,LHPV6a4,105,FALSE,acetylcholine,0.53,acetylcholine,0.404,0.5,0,0.2,0,0.2,0,0.321,0.321,LHp2,DPLp1,TRUE,FALSE,hemibrain:v1.2.1
418607328,SMP433,125,FALSE,acetylcholine,0.53,acetylcholine,0.358,0.4,0.1,0,0.3,0.1,0,0.101,0.101,CLp1_or_SLPpm2,NA,TRUE,FALSE,hemibrain:v1.2.1
574732075,SMP580,445,FALSE,acetylcholine,0.53,dopamine,0.41500000000000004,0.3,0.1,0,0.5,0,0,0.129,0.129,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5812997925,LLPC2c,84,FALSE,acetylcholine,0.53,acetylcholine,0.401,0.5,0.3,0,0.1,0,0,0.013,0.013,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
5812991060,LLPC3,61,FALSE,acetylcholine,0.53,acetylcholine,0.374,0.5,0.3,0,0.1,0,0,0.002,0.002,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
636356423,NA,138,FALSE,acetylcholine,0.53,acetylcholine,0.344,0.5,0.2,0,0.1,0.1,0.1,0.002,0.002,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
850764542,hDeltaE,384,FALSE,acetylcholine,0.53,acetylcholine,0.33099999999999996,0.4,0.2,0,0.3,0,0,0.454,0.454,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
883177120,PS129,28,FALSE,acetylcholine,0.53,acetylcholine,0.276,0.2,0,0.2,0,0.2,0.2,0.303,0.303,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
954023855,PVLP145,51,FALSE,acetylcholine,0.53,acetylcholine,0.33299999999999996,0.4,0.3,0.1,0.1,0,0,NA,NA,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
955374862,LC10,170,FALSE,acetylcholine,0.53,glutamate,0.492,0.3,0.6,0,0.1,0,0,0.012,0.012,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1703151910,ORN_DA3,109,TRUE,acetylcholine,0.53,serotonin,0.40900000000000003,0.4,0,0.1,0,0.4,0,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1701614980,ORN_DL1,71,TRUE,acetylcholine,0.53,acetylcholine,0.41900000000000004,0.5,0,0,0,0.3,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1169562518,AVLP115,193,FALSE,acetylcholine,0.531,acetylcholine,0.353,0.5,0.1,0.2,0,0.2,0,0.03,0.03,VLPl&p2_lateral,BLVp1_anterior,TRUE,FALSE,hemibrain:v1.2.1
1192723421,IB051,413,FALSE,acetylcholine,0.531,acetylcholine,0.356,0.4,0.3,0,0.1,0.1,0,0.096,0.096,PSp3,DPMl1,TRUE,FALSE,hemibrain:v1.2.1
1200523569,LC10,95,FALSE,acetylcholine,0.531,acetylcholine,0.43400000000000005,0.5,0.4,0,0,0,0,0.009,0.009,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1229538338,AVLP026,209,FALSE,acetylcholine,0.531,acetylcholine,0.254,0.3,0.1,0.1,0.2,0.1,0,0.167,0.167,SLPal2,DPLal3,TRUE,FALSE,hemibrain:v1.2.1
1531232052,PS256,80,FALSE,acetylcholine,0.531,acetylcholine,0.445,0.5,0.3,0,0,0.1,0,0.31,0.31,DM6_central1,CM3_central1,FALSE,FALSE,hemibrain:v1.2.1
1809000883,LLPC2c,87,FALSE,acetylcholine,0.531,acetylcholine,0.41000000000000003,0.5,0.3,0.1,0.1,0,0,0.016,0.016,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1907519001,LC4,298,FALSE,acetylcholine,0.531,acetylcholine,0.363,0.4,0.2,0.1,0.1,0.1,0,0.009,0.009,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
386833850,SMP529,737,FALSE,acetylcholine,0.531,acetylcholine,0.369,0.5,0.2,0,0.2,0,0,0.26,0.26,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813056071,SMP331,165,FALSE,acetylcholine,0.531,acetylcholine,0.379,0.4,0.3,0,0.2,0,0,0.038,0.038,DM3_dorso_lateral,DPMpm2_dorso_lateral,TRUE,FALSE,hemibrain:v1.2.1
5813034306,v2LN34B,181,FALSE,acetylcholine,0.531,acetylcholine,0.499,0.6,0.1,0.2,0,0.1,0,0.04,0.04,ALv2,BAla2,TRUE,FALSE,hemibrain:v1.2.1
5813066684,v2LN5,404,FALSE,acetylcholine,0.531,acetylcholine,0.529,0.6,0.1,0.2,0,0,0,0.164,0.164,ALv2,BAla2,TRUE,FALSE,hemibrain:v1.2.1
5813078183,LC13,115,FALSE,acetylcholine,0.531,acetylcholine,0.47200000000000003,0.5,0.1,0.1,0.2,0.2,0,0.162,0.162,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813047992,LPLC1,346,FALSE,acetylcholine,0.531,acetylcholine,0.367,0.4,0,0.1,0.3,0.1,0,0.144,0.144,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
893633230,LC10,139,FALSE,acetylcholine,0.531,acetylcholine,0.41700000000000004,0.5,0.3,0.1,0,0,0,0.07,0.07,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
972892437,PEN_a(PEN1),513,FALSE,acetylcholine,0.531,acetylcholine,0.448,0.5,0.1,0,0,0.1,0.2,0.118,0.118,DM1_CX_p,DPMm1_CX_p,TRUE,FALSE,hemibrain:v1.2.1
1666932688,ORN_DM6,104,TRUE,acetylcholine,0.531,acetylcholine,0.43300000000000005,0.5,0,0,0,0.3,0.1,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
2101723222,ORN_VC5,64,TRUE,acetylcholine,0.531,acetylcholine,0.445,0.5,0,0.1,0,0.2,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1374767239,LC29,174,FALSE,acetylcholine,0.532,acetylcholine,0.33899999999999997,0.4,0.1,0.1,0.1,0.2,0,0.19,0.19,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1532060472,LC21,206,FALSE,acetylcholine,0.532,acetylcholine,0.42600000000000005,0.5,0,0.1,0.2,0.2,0,0.017,0.017,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1721025057,LPLC1,241,FALSE,acetylcholine,0.532,acetylcholine,0.325,0.4,0.1,0,0.4,0,0,0.058,0.058,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1778916255,LC21,118,FALSE,acetylcholine,0.532,dopamine,0.29700000000000004,0.4,0.1,0,0.4,0.1,0.1,0.004,0.004,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1873086684,LC13,155,FALSE,acetylcholine,0.532,acetylcholine,0.47600000000000003,0.5,0.1,0,0.1,0.2,0,0.161,0.161,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
543135607,CL165,220,FALSE,acetylcholine,0.532,acetylcholine,0.359,0.4,0.2,0,0.4,0,0,0.037,0.037,CLp1,DPLc4,TRUE,FALSE,hemibrain:v1.2.1
5813024816,LLPC2c,94,FALSE,acetylcholine,0.532,acetylcholine,0.458,0.6,0.3,0,0,0,0,0.018,0.018,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
5813048522,CL224,114,FALSE,acetylcholine,0.532,acetylcholine,0.402,0.5,0.1,0.1,0.1,0.1,0,0.223,0.223,DM1_dorsal,DPMm1_dorsal,TRUE,FALSE,hemibrain:v1.2.1
879844133,PFNp,29,FALSE,acetylcholine,0.532,acetylcholine,0.356,0.5,0.2,0,0,0,0.2,0.023,0.023,DM2_CX_v,DPMpm1_CX_v,FALSE,FALSE,hemibrain:v1.2.1
882827860,NA,123,FALSE,acetylcholine,0.532,acetylcholine,0.31,0.3,0.3,0,0.3,0.1,0,0.006,0.006,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
893723183,CRE065,110,FALSE,acetylcholine,0.532,acetylcholine,0.455,0.5,0.1,0,0.4,0,0,0.182,0.182,CREl1,DALv3,TRUE,FALSE,hemibrain:v1.2.1
980982986,CRE061,160,FALSE,acetylcholine,0.532,acetylcholine,0.383,0.5,0.3,0,0.1,0,0,0.338,0.338,CREl1,DALv3,TRUE,FALSE,hemibrain:v1.2.1
1701628317,ORN_DL1,63,TRUE,acetylcholine,0.532,acetylcholine,0.41200000000000003,0.5,0,0,0,0.3,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1605194516,ORN_DL5,138,TRUE,acetylcholine,0.532,acetylcholine,0.42900000000000005,0.5,0,0,0,0.4,0.1,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1639925326,ORN_DL5,163,TRUE,acetylcholine,0.532,acetylcholine,0.42600000000000005,0.5,0,0.1,0,0.3,0,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1699637626,ORN_DM1,169,TRUE,acetylcholine,0.532,acetylcholine,0.41800000000000004,0.5,0,0.1,0,0.4,0,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1795544483,ORN_VA6,103,TRUE,acetylcholine,0.532,acetylcholine,0.47700000000000004,0.5,0,0,0,0.4,0.1,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1762325266,ORN_VL2a,30,TRUE,acetylcholine,0.532,serotonin,0.363,0.4,0,0.1,0,0.5,0.1,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
2166539331,ORN_VM4,36,TRUE,acetylcholine,0.532,acetylcholine,0.392,0.5,0,0.1,0,0.3,0.1,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
2290653097,ORN_VM4,30,TRUE,acetylcholine,0.532,acetylcholine,0.357,0.5,0,0.1,0,0.3,0.1,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1158187240,LC4,359,FALSE,acetylcholine,0.533,acetylcholine,0.326,0.5,0.1,0.1,0.1,0,0,0.349,0.349,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1321140852,EL,769,FALSE,acetylcholine,0.533,acetylcholine,0.495,0.5,0,0.1,0.1,0,0.2,0,0,DM2_CX_d1,DPMpm1_CX_d1,TRUE,FALSE,hemibrain:v1.2.1
1350626363,LC16,200,FALSE,acetylcholine,0.533,acetylcholine,0.385,0.5,0.1,0.1,0.3,0,0,0.182,0.182,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1404109050,LC9,150,FALSE,acetylcholine,0.533,acetylcholine,0.353,0.5,0.3,0,0.1,0,0,0.022,0.022,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1683565784,PS210,130,FALSE,acetylcholine,0.533,acetylcholine,0.303,0.4,0.2,0,0.1,0.1,0.1,0.017,0.017,VLPp2,DPMpl3,TRUE,FALSE,hemibrain:v1.2.1
1780699257,LLPC2c,118,FALSE,acetylcholine,0.533,acetylcholine,0.43900000000000006,0.6,0.3,0.1,0.1,0,0,0.009,0.009,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1907574944,LC4,300,FALSE,acetylcholine,0.533,acetylcholine,0.348,0.5,0.1,0.2,0.1,0,0,0.16,0.16,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
299617731,SIP078,73,FALSE,acetylcholine,0.533,dopamine,0.348,0.4,0,0.1,0.4,0,0,0.214,0.214,DM6_dorso_lateral,CM3_dorso_lateral,FALSE,FALSE,hemibrain:v1.2.1
5813020751,SIP060,203,FALSE,acetylcholine,0.533,dopamine,0.35,0.4,0.1,0,0.4,0,0,0.147,0.147,VLPd&p1_posterior,DPLl2_posterior,TRUE,FALSE,hemibrain:v1.2.1
5813037876,hDeltaG,421,FALSE,acetylcholine,0.533,dopamine,0.392,0.2,0.2,0,0.6,0,0,0.481,0.481,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5812987709,LC10,173,FALSE,acetylcholine,0.533,acetylcholine,0.33499999999999996,0.5,0.3,0,0.2,0,0,0.11,0.11,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813040233,EPG,433,FALSE,acetylcholine,0.533,acetylcholine,0.443,0.5,0.3,0.1,0,0,0,0.165,0.165,DM4_CX_d2,CM4_CX_d2,TRUE,TRUE,hemibrain:v1.2.1
5813041251,ATL012,608,FALSE,acetylcholine,0.533,acetylcholine,0.364,0.4,0.4,0,0.1,0.1,0,0.107,0.107,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
582338836,SMP265,28,FALSE,acetylcholine,0.533,acetylcholine,0.358,0.5,0.2,0.1,0.1,0,0.2,0.532,0.532,SMPpv2_dorsal,CP1_dorsal,FALSE,FALSE,hemibrain:v1.2.1
734754585,SMP568,181,FALSE,acetylcholine,0.533,acetylcholine,0.393,0.5,0.3,0,0.2,0,0,0.242,0.242,VLPl&p1_posterior,BLVp2_posterior,TRUE,FALSE,hemibrain:v1.2.1
762745906,SMP270,92,FALSE,acetylcholine,0.533,dopamine,0.46,0.3,0,0,0.6,0,0,0.252,0.252,DL2_dorsal,CP3_dorsal,FALSE,FALSE,hemibrain:v1.2.1
923657277,LC10,126,FALSE,acetylcholine,0.533,acetylcholine,0.42300000000000004,0.6,0.2,0,0.1,0,0,0.043,0.043,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1796766157,ORN_DA1,50,TRUE,acetylcholine,0.533,acetylcholine,0.40700000000000003,0.4,0,0,0,0.4,0.1,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1698623131,ORN_DM1,161,TRUE,acetylcholine,0.533,acetylcholine,0.43200000000000005,0.5,0,0,0,0.4,0,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1761354106,ORN_DM4,127,TRUE,acetylcholine,0.533,acetylcholine,0.43600000000000005,0.5,0,0.1,0,0.4,0,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1344918576,IB082,99,FALSE,acetylcholine,0.534,acetylcholine,0.449,0.5,0,0.4,0,0.1,0,0.78,0.78,DM5_central,CM1_central,FALSE,FALSE,hemibrain:v1.2.1
1348916717,LC26,95,FALSE,acetylcholine,0.534,acetylcholine,0.47000000000000003,0.6,0,0.1,0.3,0,0,0.306,0.306,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1469947718,LC9,45,FALSE,acetylcholine,0.534,acetylcholine,0.29600000000000004,0.4,0.2,0.1,0.3,0,0,0.265,0.265,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1501452958,PS204,192,FALSE,acetylcholine,0.534,acetylcholine,0.42800000000000005,0.5,0.4,0,0,0,0,0.241,0.241,DM6_central1,CM3_central1,TRUE,FALSE,hemibrain:v1.2.1
1883443069,v2LN38,151,FALSE,acetylcholine,0.534,acetylcholine,0.453,0.5,0.1,0.2,0,0.2,0,0.016,0.016,ALv2,BAla2,TRUE,FALSE,hemibrain:v1.2.1
233105330,SLP444,186,FALSE,acetylcholine,0.534,acetylcholine,0.251,0.4,0.2,0.1,0.2,0.2,0,0.055,0.055,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
578189576,aSP-f1B,116,FALSE,acetylcholine,0.534,acetylcholine,0.392,0.5,0,0,0.4,0,0,0.05,0.05,SLPad1_anterior,DPLl3_anterior,TRUE,FALSE,hemibrain:v1.2.1
5813057033,ATL037,1043,FALSE,acetylcholine,0.534,glutamate,0.461,0.4,0.5,0,0,0,0,0.241,0.241,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813130028,SMP407,268,FALSE,acetylcholine,0.534,acetylcholine,0.346,0.4,0.2,0,0.3,0,0,0.512,0.512,DM4_dorsal,CM4_dorsal,TRUE,FALSE,hemibrain:v1.2.1
662840966,PFNm,83,FALSE,acetylcholine,0.534,acetylcholine,0.41900000000000004,0.6,0.1,0,0,0.1,0.1,0.125,0.125,DM3_CX_p,DPMpm2_CX_p,FALSE,FALSE,hemibrain:v1.2.1
672092798,NA,116,FALSE,acetylcholine,0.534,acetylcholine,0.467,0.6,0.1,0,0.2,0,0.1,0.022,0.022,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
730398229,SMP312,306,FALSE,acetylcholine,0.534,acetylcholine,0.385,0.4,0.2,0,0.3,0,0,0.288,0.288,DM3_dorso_lateral,DPMpm2_dorso_lateral,TRUE,FALSE,hemibrain:v1.2.1
1700932816,ORN_DL1,82,TRUE,acetylcholine,0.534,acetylcholine,0.383,0.5,0,0,0,0.3,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1794374434,ORN_DL2d,76,TRUE,acetylcholine,0.534,acetylcholine,0.40900000000000003,0.5,0.1,0,0,0.4,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1610224198,ORN_DL3,73,TRUE,acetylcholine,0.534,acetylcholine,0.391,0.5,0,0,0,0.4,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
5901195764,ORN_DL4,45,TRUE,acetylcholine,0.534,acetylcholine,0.376,0.5,0,0.1,0,0.5,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1793830155,ORN_DM2,140,TRUE,acetylcholine,0.534,acetylcholine,0.45,0.5,0,0,0,0.4,0.1,NA,NA,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1764431422,ORN_DM6,98,TRUE,acetylcholine,0.534,acetylcholine,0.384,0.4,0,0,0,0.4,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
2013332880,ORN_VA1v,81,TRUE,acetylcholine,0.534,acetylcholine,0.387,0.5,0.1,0,0,0.4,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
2167894146,NA,81,TRUE,acetylcholine,0.534,serotonin,0.459,0.4,0,0,0,0.5,0.1,0.003,0.003,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1075058701,AVLP127,185,FALSE,acetylcholine,0.535,acetylcholine,0.28,0.4,0.2,0.1,0.1,0.1,0.1,0.209,0.209,VLPl&p2_lateral,BLVp1_anterior,TRUE,FALSE,hemibrain:v1.2.1
1135458373,AVLP488,438,FALSE,acetylcholine,0.535,acetylcholine,0.28700000000000003,0.5,0.1,0.2,0,0.1,0,0.053,0.053,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1200178228,MC61,25,FALSE,acetylcholine,0.535,acetylcholine,0.37,0.4,0.2,0,0.2,0,0,0,0,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1229654578,FS3,95,FALSE,acetylcholine,0.535,acetylcholine,0.363,0.5,0.2,0,0.3,0,0,0.48,0.48,DM4_CX_d3,CM4_CX_d3,FALSE,FALSE,hemibrain:v1.2.1
1294021030,LC9,122,FALSE,acetylcholine,0.535,acetylcholine,0.323,0.4,0.3,0,0.1,0,0.1,0.006,0.006,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1355042626,AVLP124,292,FALSE,acetylcholine,0.535,acetylcholine,0.40800000000000003,0.5,0.1,0.2,0.1,0.1,0,0.18,0.18,VLPl&p2_lateral,BLVp1_anterior,TRUE,FALSE,hemibrain:v1.2.1
1376540712,aMe5,104,FALSE,acetylcholine,0.535,acetylcholine,0.275,0.3,0.2,0,0.1,0.2,0,0.184,0.184,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1407874177,LPLC1,348,FALSE,acetylcholine,0.535,acetylcholine,0.316,0.4,0,0,0.3,0,0.1,0.115,0.115,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1411262721,LC10,66,FALSE,acetylcholine,0.535,glutamate,0.318,0.3,0.4,0.1,0.1,0.1,0,0.002,0.002,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1752016801,LPLC2,263,FALSE,acetylcholine,0.535,acetylcholine,0.382,0.4,0,0.1,0.4,0,0,0.048,0.048,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1787903826,LAL197,13,FALSE,acetylcholine,0.535,acetylcholine,0.402,0.6,0.2,0.1,0,0,0.1,0.238,0.238,DM6_central1,CM3_central1,FALSE,FALSE,hemibrain:v1.2.1
1845453234,LPLC2,244,FALSE,acetylcholine,0.535,acetylcholine,0.304,0.4,0,0.1,0.3,0.2,0,0.114,0.114,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1995516734,LC21,249,FALSE,acetylcholine,0.535,acetylcholine,0.318,0.4,0.1,0.1,0.2,0.2,0,0.067,0.067,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
